User,Isi konten,preprocessed,Date
IwalKincai4,,intelektual itu yg adil bukan pendukung.. knapa ganjar ngak dia bilang disebut ikut korupsi e-ktp... dan doyan porno...,2023-06-26 17:52:12+00:00
DahonoB,,"https://t.co/jy ohj korupsi bts aliran dana milyar *sugiono, yang juga wakil ketua umum partai gerindra, mengatakan ia tidak mengenal nama irwan dan windi.* duarrrr, ternyata rembesannya ke mana mana...",2023-06-26 17:49:01+00:00
syngblh,,"aslinya dia masih umur tahun nder, cuman anaknya emang korupsi umur aja itu",2023-06-26 17:48:23+00:00
Agungag31700743,,lebih sedih lagi pegawai pajak masih korupsi.... mikir... siapa yg sedih rakyat apa sampeyan...,2023-06-26 17:44:23+00:00
LmaoGPT,,"_andika_ kerjaannya kayaknya cuma cabul, nih. gimana mau bekukan korupsi kalau otaknya ada di bawah perut?",2023-06-26 17:43:33+00:00
muhkahfi47,,"jadi begini saudara, korupsi tuh yg ngurus kpk bukan polisi apa lgi satpol pp",2023-06-26 17:41:51+00:00
arik_pujiono,,_ri kl pejabatnya diogenes mungkin gak korupsi tapi sayang diogenes gak mau jadi pejabat,2023-06-26 17:31:43+00:00
AllZazil,,pantes aja badan nya dah kayak gendong air makan mulu kerjaannya rupanya duit korupsi,2023-06-26 17:31:26+00:00
IiiYendrawati,,jalan tol nggak kelar kelar ternyata di korupsi saya orang sumbar sangat membenci perbuatan yg seperti itu.jangan di salahkan adat basandi sarak sarak basandi kitabullah.usut korupsi itu miskin kan kapan perlu di tembak saja orangnya.,2023-06-26 17:29:40+00:00
Jepi_Gun,,bini yg udah jd hak orang lain aj masih sempet nya korupsi. rrungkaaad wakanda,2023-06-26 17:29:01+00:00
hartaginigini,,"anjg!! digaji gede, dikasi kepercayaan buat berantas korupsi, malah jadi sampah!!!!",2023-06-26 17:28:06+00:00
imam_mashur,,"korupsi itu lahir bukan karena nalar pragmatisme saja. pragmatisme adalah nalar yang penuh pertimbangan rasional dan bahkan etis. walaupun condong memiliki tendensi material dan tidak hormat pada esensial aksiologis, namun masih patuh pada pertimbangan logis.",2023-06-26 17:27:56+00:00
PartaiSocmed,,_juga_lupa itu kasus korupsi bukan kasus alwi,2023-06-26 17:24:04+00:00
abrar06978057,,@_riverheaven emang aneh sdh tahu kadernya korupsi bukannya introspeksi utk perbaikan nasdem ini malah seolah terzolimi,2023-06-26 17:23:50+00:00
skan419,,"_ri apa kabar pejuh yang tercecer, penegakan korupsi dengan membuang pejuh sembarangan. asuuuuuuuuu",2023-06-26 17:21:06+00:00
antonioinoki18,,brengsek banget yach korupsi berjamaah,2023-06-26 17:17:34+00:00
DemokrasiScholl,,mari korupsi bareng bareng bang,2023-06-26 17:13:35+00:00
jar_2988,,"sebagian pejabat sudah gak ada hati nurani. mereka sibuk berpestapora, berbagi uang korupsi.",2023-06-26 17:12:12+00:00
wahyuutomojati5,,memang betul anis tidak memiliki prsstasi korupsi....tidak sebanyak kader pdip yang prestasi korupsi nya buanyak sekali,2023-06-26 17:03:19+00:00
ngopidisorehari,,"_lira kalo pake tppu, pelakunys lebih banyak dibanding korupsi e-ktp https://t.co/evsj pyc",2023-06-26 16:56:28+00:00
Jordi_182,,orang goblok korupsi juga.,2023-06-26 16:55:06+00:00
Simanjunta9Nico,,"dari keenam skenario di atas, kenyataannya tdk memenuhi unsur pidana korupsi. saksi ahli pidana, juga telah dihadirkan utk mendukung delik pidana yang akan disematkan kepada anies. https://t.co/h xifecciw _relawan https://t.co/xk xvvlz",2023-06-26 16:54:43+00:00
Algoritma67,,"bukannya banyak yg nyangkut di infrastruktur .. https://t.co/kbntoxdrdl ada kata kata korupsi, dimenit ke berapa, yg disampaikan sumber, yg jadi orang dekat pak lurah...",2023-06-26 16:54:19+00:00
sepduar,,hukuman yg layak untuk semua kasus apalagi pemerkosaan korupsi,2023-06-26 16:52:52+00:00
faisal_mn_,,"tahun tu berlaku umno tumbang sbb terdedah segala korupsi najib/umno. berlaku gak khianat bersatu, madey, midin covid melanda, ekonomi jatuh teruk. bertukar jugak pd mael penyu yg masih post covid. atas tu semua tak berlaku thn najib memerintah. bangang.",2023-06-26 16:48:29+00:00
faisal_mn_,,"tahun tu berlaku umno tumbang sbb terdedah segala korupsi najib/umno. berlaku gak khianat bersatu, madey, midin covid melanda, ekonomi jatuh teruk. bertukar jugak pd mael penyu yg masih post covid. atas tu semua tak berlaku thn najib memerintah. bangang.",2023-06-26 16:48:21+00:00
inilahdotcom,,gubernur papua nonaktif lukas enembe diduga menggunakan duit anggaran pendapatan dan belanja daerah (apbd) provinsi papua untuk berjudi di singapura. hal ini dikemukakan wakil ketua komisi pemberantasan korupsi (kpk) alexander marwata seiring upaya kpk… https://t.co/znb skq,2023-06-26 16:45:34+00:00
zakki_uye,,rugian mana sama korupsi anying itu juga belom semua ketauan,2023-06-26 16:44:32+00:00
lpka_lampung,,komitmen lpka bandar lampung dalam mendukung pembangunan zona integritas menuju wilayah bebas dari korupsi (wbk) dan wilayah birokrasi bersih dan melayani (wbbm) terus dilakukan. https://t.co/jzhah,2023-06-26 16:43:39+00:00
LawJustice0,,"sakit nya karena ketahuan korupsi klo belum ketahuan ya sehat saja udh bosen masyarakat melihat koruptor sakit ketika ditangkap dan disidang, tpi setelah masuk rutan kembali sehat apalagi sudah keluar rutan mukanya bahagia tanpa penyesalan",2023-06-26 16:41:59+00:00
Rawit234234,,penerimaan pajak melandai dan penerimaan kepabeanan dan cukai anjlok. apakah akibat banyaknya korupsi dilingkungan dan bagaimana ini smi anda sdh gagal memimpin kemenkeu.,2023-06-26 16:41:44+00:00
utamanewscom,,dia mengatakan seharusnya pegawai rutan tersebut dipecat. sebab hal itu adalah prinsip paling dasar dalam memberantas korupsi https://t.co/h cfb aa,2023-06-26 16:40:00+00:00
Joan71785634,,kalo korupsi wajib di tangkap apa lagi bukan pribumi,2023-06-26 16:38:47+00:00
rilislampung,,penyidikan kasus dugaan korupsi dana hibah koni lampung tahun sudah berjalan setahun lebih. lengkapnya baca https://t.co/ cnio iv https://t.co/egejvvjur,2023-06-26 16:37:06+00:00
TVRI_Lampung1,,"komisi pemberantasan korupsi (kpk) ri merampas aset mantan rektor unila, karomani berupa gedung lampung nahdliyin center (lnc) di bandarlampung, senin ). https://t.co/ fljqie dm",2023-06-26 16:35:03+00:00
RupawanSakti,,demotifasi pegawai jujur kena imbas karena berita korupsi bombastis dr segelintir oknum. gara gara si mahfud.,2023-06-26 16:34:19+00:00
RepelitaO,,denny indrayana sebut jokowi lakukan korupsi dengan memperdagangkan pengaruh: bisa dimakzulkan! https://t.co/hdpdtcdgqk,2023-06-26 16:33:26+00:00
Rawit234234,,_ri jangan hanya bisa menyuruh pihak lain tapi internal sendiri malah tidak punya integritas anti korupsi. kita minta semua yg terlibat dibuka dengan transparan untuk diketahui publik krn kita membayar pajak untuk menggaji dan memberi fasilitas pada kalian. tunjukkan akuntabilitas.,2023-06-26 16:32:53+00:00
KABARKABARI123,,"korupsi di rutan lembaga antikorupsi, dari pungli hingga awal mula terbongkarnya tindak asusila *** arafah fuji pk pm alwi ivan gunawan butet idul adha jateng pandeglang heru cilacap blackpink https://t.co/katfw kijo",2023-06-26 16:32:19+00:00
JatirogoMunaji,,uang rakyat di korupsi pejabat itu baru bener.,2023-06-26 16:32:17+00:00
Rawit234234,,_ri ppatk pasti bisa menelusuri semua pihak yang menyuap dan yang menerima pungli. kemudian apakah waltah (pengawal tahanan) bernama u**y sudah diselidiki dan diperiksa? kalau kpk bisa menyuruh pihak lain utk mempunyai integritas dan anti korupsi maka kpk sendiri juga hrs bisa,2023-06-26 16:30:22+00:00
detikcom,,gubernur papua nonaktif lukas enembe telah ditetapkan sebagai tersangka kasus tppu. barang bukti uang hasil korupsi lukas kini dipamerkan oleh kpk. https://t.co/tvvij rucx,2023-06-26 16:25:00+00:00
RamadhanZali,,_perjuangan bergerak merampok negeri _perjuangan sang raja korupsi,2023-06-26 16:24:10+00:00
rilislampung,,"kejaksaan tinggi (kejati) lampung, terus menyelidiki kasus dugaan korupsi dana lembaga penelitian dan pengabdian masyarakat universitas lampung (lppm unila) pada tahun lengkapnya baca https://t.co/syw vj due https://t.co/y pxw behg",2023-06-26 16:23:38+00:00
fandi_ahmad1892,,"urus semua dokumen harus sogok sekarang entu, ktp kk semua harus sogok. kamuflase aja pelayanan terpadu, online, mall pelayanan dll tapi tetap diarahkan sogok. macam alasan yg digunakan mulai dari tidak ada blanko dll. pns pasti korupsi lah, mereka tahu kpk aja dipreteli",2023-06-26 16:23:11+00:00
TeddyUnggik,,hukum tanpa pandang bulu _perjuangan _ri rekening perusahaan suami puan maharani dibekukan terkait kasus korupsi bts kominfo https://t.co/sdax vhvu lewat,2023-06-26 16:20:05+00:00
hc_poirot,,"nah lo! tersangka korupsi bts ungkap duit disetor ke staf ahli sugiono, waketum gerindra https://t.co/lnjvwf mh",2023-06-26 16:16:38+00:00
sukardin76,,pembelaan kuasa hukum tersangka korupsi pemkab serang https://t.co/xrhmo mt,2023-06-26 16:15:13+00:00
medcom_id,,majelis hakim pengadilan tindak pidana korupsi (tipikor) pada pengadilan negeri (pn) jakarta pusat mengabulkan permohonan pembantaran penahanan yang diajukan gubernur nonaktif papua lukas enembe untuk dirawat di rspad gatot soebroto. https://t.co/z mu xeag,2023-06-26 16:15:00+00:00
sukardin76,,"kadis bpkad kabupaten serang ditahan, diduga korupsi https://t.co/trpq gdarc",2023-06-26 16:14:43+00:00
sukardi22121625,,"kadis bpkad kabupaten serang ditahan, diduga korupsi https://t.co/ljrmtxxh",2023-06-26 16:12:39+00:00
HanifSetyo_,,"wes ora nggagas lurr!! ameh doo korupsi korupsi nek ora nduwe ati.. tak dongakne para maling² kui umurnya panjang, tapi dalam kondisi lumpuh..",2023-06-26 16:12:06+00:00
inilahdotcom,,"komisi pemberantasan korupsi (kpk) pamerkan duit sitaan dari tindak pidana pencucian uang (tppu) yang diduga dilakukan gubernur papua nonaktif, lukas enembe, senilai rp miliar. berbentuk rupiah dan mata uang asing. “uang senilai rp ada… https://t.co/hlfaptibv",2023-06-26 16:12:03+00:00
sukardi22121625,,pembelaan kuasa hukum tersangka korupsi pemkab serang https://t.co/wujnj wflt,2023-06-26 16:12:02+00:00
Mukidibrensek,,_ri birokratnya/pelaksana-nya yg rusak klaw lembaganya sendiri bagus memberantas korupsi,2023-06-26 16:10:56+00:00
algebra2005,,__ tahun. tambah ancur desa. korupsi aparat desa makin leluasa dan mencengkram. bagusnya kepala desa udahlah kayak lurah dikota. biar ngga bikin ribut rakyat di bawah yang luara biasa permusuhannya....,2023-06-26 16:10:24+00:00
lincahbergairah,,lemahnya pengawasan dan aturan yg longgar membuat korupsi jadi marak sehingga yg berduit dan punya jabatan gampang untuk atur ini itu. penyakit yg udh akut dan menjalar. hehehe,2023-06-26 16:08:06+00:00
Rosidin_Sumsel,,"dah gak usah bahas anies atau ganjar, biarkan mereka beribadah.. coba lu kulik kasus korupsi plate. tumben melempem lu jon https://t.co/ qcvarrncr",2023-06-26 16:07:30+00:00
PTC290703,,_chotimah apa kata dunia..si uban hobinya nonton video porno dan terima uang korupsi e-ktp,2023-06-26 16:06:19+00:00
WaspadaOnline,,pn jakpus jadwalkan sidang dugaan korupsi bts kominfo selasa besok https://t.co/v otghmoa,2023-06-26 16:03:48+00:00
TriadeAmarullo2,,"permasalahannya, om itu dari ... coba klo om kyk bima yg kader _id saya yakin aman... ... om om... bu risma kmn om? jgn udah mati gara korupsi bansos beras... alamat kasus gak bakal diusut _ri ...",2023-06-26 16:03:24+00:00
penxinta,,_roza _sapta @_qaireen tak berani anggaran terbuka..karena tak bisa korupsi. kelebihan bayar toh alasannya. kalau dasar jual ayat dan mayat mana bisa kerja. fakta dan nyata.,2023-06-26 16:03:09+00:00
OktoraJk007,,"dasar manusia sampah ga tau malu,koar berani di luar.negeri,gelar prof tp tak ada guna..tersangka korupsi kok ga malu berkoar yaa",2023-06-26 16:03:06+00:00
Yohaneshtg,,"medan itu kota nomor tingkat kriminalitas tertinggi, peredaran narkotika no korupsi no benar benar gotham city indonesia",2023-06-26 16:02:19+00:00
inilahdotcom,,komisi pemberantasan korupsi (kpk) mengeklaim aksi “bersih-bersih” dilakukan seiring mencuatnya kasus pungutan liar (pungli) di rumah tahanan (rutan) lembaga antirasuah tersebut. salah satunya dengan menyisir unit kerja lain guna mengetahui ada tidaknya… https://t.co/fch fqb,2023-06-26 16:02:07+00:00
avionas_,,"kasihani umat muhammad. jgn klirukan mrka dgn kekeliruan nalar sprti itu. nahi munkar dan amar ma'ruf tegakkan, jgn mengangsur xkan hal bejat. jika demikian, konsekuensi logisnya tetaplah sholat mski msh korupsi, mencuri, tiduri istri orang, durhaka ke ortu, pukul istri, dll.",2023-06-26 16:00:52+00:00
DjonyAmran,,_achmadi kedzaliman kaga ada. yang ada korupsi masal..,2023-06-26 15:59:44+00:00
WardaTisna,,ganjar anti korupsi dimulai dari memberi contoh || fuji alwi pandeglang cilacap arafah jateng hybe senin butet idul adha pk pm ivan gunawan july-october chanyeol dokyeom heru || https://t.co/zfubrcu sf,2023-06-26 15:59:41+00:00
KpkKoran,,https://t.co/he dt,2023-06-26 15:59:19+00:00
imanmr5,,"bang denny, dulu jg sebelum masuk istana sby jg bilang empat wilayah yang sulit ditembus aksi pemberantasan korupsi, yaitu istana, cendana, senjata, dan pengusaha naga. eh trus jd stafsus presiden deh. semoga sehat selalu bang denny",2023-06-26 15:57:26+00:00
AbdulRo86440297,,"udh haji nya gratis dari pemerintah, malah memfitnah kemenag nya, kalo ga tukang fitnah dan hoax ya bukan kader partai korupsi sapi nama nya, hahahahaahahahah",2023-06-26 15:57:12+00:00
jimmyherdyansy2,,rakyat malas bayar pajak di karenakan bnyk yg di korupsi,2023-06-26 15:56:09+00:00
Iyok16341083,,"woyy..ngebacod murahan mu kagak laku tau.., masalah bagi mu krna sudah gak bisah leluasa lagi korupsi nya, bagi kmi tak ada masalah, dasar pengecut kau !!",2023-06-26 15:55:35+00:00
HeangKadrun,,tanpa kasus ini jg seharusnya profesor pengecut ini harus dideportasi karena berstarus tersangka korupsi payment gateway,2023-06-26 15:52:13+00:00
opyy24208354,,termasuk katagori korupsi ngak tuh.,2023-06-26 15:48:45+00:00
GandurVictor,,sekjen nasdem busuk korupsi gtu.,2023-06-26 15:47:46+00:00
AchmadFarizi14,,yg ketangkep korupsi kok banyak bgt kaum salip penyembah yesus..mulai dari sambo rafael alun..yuliari batu bara ..sekarang jhoni plate ..mereka tdk mungkin jadi pendukung anies yg muslim kadrun radikal arap..cebong bisseer klau mau giring opini publik utk jatuhkan anis cerdaslh,2023-06-26 15:47:17+00:00
Onel_JRH,,sukses pa ganjar... semoga jd ri .. klo sdh jd ri tlg masalah korupsi dan intoleransi pak segera di beresi.,2023-06-26 15:47:01+00:00
PTC290703,,pejabat korup bergelimang harta..dari proyek ...rakyat makin susah dan terhimpit..korupsi makin merajalela..kuliah makin mahal..saatnya mahasiswa dan pelajar demo,2023-06-26 15:46:57+00:00
medcom_id,,majelis hakim pengadilan tindak pidana korupsi (tipikor) pada pengadilan negeri (pn) jakarta pusat memutuskan menolak nota keberatan atau eksepsi dari gubernur nonaktif papua lukas enembe. https://t.co/tadfjqv fa,2023-06-26 15:45:00+00:00
KABARKABARI123,,"korupsi di rutan lembaga antikorupsi, dari pungli hingga awal mula terbongkarnya tindak asusila arafah fuji pk pm alwi ivan gunawan butet idul adha jateng pandeglang heru https://t.co/katfw kijo",2023-06-26 15:44:02+00:00
Aenuddin5,,_ri semenjak firli bahuri jadi ketua ..kpk sdh keluar dari tujuan utamany memberantas korupsi !!,2023-06-26 15:41:25+00:00
fathkadesign,,hebat emang pedeipeh korupsi nya. sungguh sungguh gak tau malu,2023-06-26 15:40:40+00:00
cocor_bangor,,"selanjutnya gugatan yang dilakukan bachtiar abdul fatah, pemohon merupakan terpidana kasus korupsi bioremediasi fiktif pt chevron pacific indonesia. ia memprotes terkait dengan frasa “bukti permulaan"" yang tertuang dalam pasal angka pasal dan pasal ayat kuhap. https://t.co/w vr",2023-06-26 15:37:59+00:00
cocor_bangor,,percobaan untuk melumpuhkan kejaksaan jg dilakukan pd pada februari gugatan dilayangkan utk menyasar kewenangan jaksa sebagai penyidik dan penuntut. gugatan tersebut dilakukan saat kejaksaan sedang gencar-gencarnya mengusut kasus korupsi yang merugikan negara triliunan. https://t.co/kstpxaxdep,2023-06-26 15:37:55+00:00
cocor_bangor,,"kala itu subarda, yang menjabat direktur utama, menjadi tersangka korupsi penyalahgunaan dana pt asuransi sosial angkatan bersenjata republik indonesia (asabri) departemen pertahanan. kasus korupsi dana asabri ini terjadi pada dan menyebabkan kerugian negara rp m. https://t.co/q mjtig cy",2023-06-26 15:37:49+00:00
cocor_bangor,,"kasus terdakwa korupsi mantan plt bupati mimika, johannes rettob, yang ingin melucuti peran kejaksaan untuk memberantas korupsi ternyata bukan satu nya. dalam beberapa tahun sebelumnya, ternyata sudah empat kali para koruptor mencoba melumpuhkan kejagung. https://t.co/ nzh opuk",2023-06-26 15:37:40+00:00
NUsantaraKuu,,"cepet kali gimanaa.? si deni itu udah lama ditetapkan tersangka kasus korupsi payment gateway, tp prosesnya masih berjalan ko walo udah bertaun ...lalu dibilang sama oposisi cepetnya sebelah mana.? si deni bertaun masih berkeliaran kan tanpa di tangkap?",2023-06-26 15:37:35+00:00
lacak_coid,,polres sumenep tetapkan tersangka dalam kasus dugaan korupsi pembangunan gedung dinkes https://t.co/hf qvcjntz,2023-06-26 15:36:28+00:00
kompascom,,"mantan penyidik kpk, yudi purnomo harahap memandang, petugas rumah tahanan komisi pemberantasan korupsi yang melecehkan istri tahanan seharusnya dipecat. https://t.co/owkevdzej",2023-06-26 15:36:03+00:00
kompascom,,kini kpk menyatakan telah membebastugaskan puluhan pegawai yang terlibat dalam dugaan suap atau pemerasan terhadap tahanan korupsi. https://t.co/ lyvzin je,2023-06-26 15:36:02+00:00
kompascom,,praktik pungutan liar yang diduga terjadi di rumah tahanan komisi pemberantasan korupsi dianggap sebagai wujud penurunan integritas imbas dari pelanggaran etik para pimpinannya. https://t.co/vascqr kk,2023-06-26 15:36:00+00:00
kompascom,,"terungkapnya pungli di lembaga anti korupsi menjadi sebuah ironi tersendiri. meski kpk sudah menyampaikan permintaan maaf, integritas kpk dinilai mengalami penurunan. https://t.co/uw dlwmzqc",2023-06-26 15:36:00+00:00
kompascom,,"anggota dewan pengawas komisi pemberantasan korupsi syamsuddin haris mengatakan, bahwa puluhan pegawai terlibat dalam kasus pungli tersebut. https://t.co/gpcupu iy",2023-06-26 15:35:56+00:00
kompascom,,{thread} dewan pengawas komisi pemberantasan korupsi mengungkap adanya dugaan pungutan liar di rumah tahanan kpk dengan jumlah mencapai rp miliar. fakta ini ditemukan setelah dewas kpk melakukan sidang etik soal pelecehan yang terjadi kepada salah satu istri tahanan. https://t.co/ol nzqjrm,2023-06-26 15:35:55+00:00
RachmanKustomi,,sanksi ke ortu bukan pringatan lg klw diulangi kembali anaknya terjaring razia berkendara. sama saja membudayakan kejahatan dalam masyarakat. awal mula membudayakan kriminal korupsi.,2023-06-26 15:35:14+00:00
ardi_snts,,hukuman terdakwa korupsi eks direktur askrindo disunat: putusan ma mengurangi hukuman menjadi tahun penjara https://t.co/gtgngxzzew,2023-06-26 15:33:40+00:00
